Project Name,Project Amount,Project Platform,Interest Rate,Project Status,Project Siren,Project Due Date,Project Type,Project Periodicity,Note Plateforme,funded
Base aérienne 112,1200000.0,enerfip,5.0,Clos,825378458,06/12/2020,amortizing,monthly,,
ELEMENTS BVBA,150000.0,lookandfin,2.5,Clos,,12/10/2020,amortizing,monthly,A+,
Trajectoire Grand Public,46000.0,lendix,2.0,Clos,508272002,16/10/2020,amortizing,monthly,C,
YR Diligitis Invest,62500.0,lendix,7.5,Clos,852646371,16/10/2020,amortizing,monthly,C,
Marsanne,250000.0,enerfip,6.0,Clos,423379338,31/12/2020,amortizing,monthly,,
Pharmacie des grandes vignes,115000.0,pretup,7.5,Clos,802386573,16/10/2020,amortizing,monthly,B,
Pro Peaux,250000.0,lendix,2.0,Clos,403616824,12/10/2020,amortizing,monthly,B,
Logamer,250000.0,lendix,2.0,Clos,692017312,12/10/2020,amortizing,monthly,C,
PRODWARE SA,1250000.0,credit.fr,3.2,Clos,352335962,19/10/2020,amortizing,monthly,A+,
La clé des champs,1069000.0,enerfip,5.0,Clos,842675126,20/12/2020,amortizing,monthly,,
La clé des champs,850000.0,enerfip,5.0,Clos,842675126,20/12/2020,amortizing,monthly,,
VITAVERDE.BIO,150000.0,lookandfin,2.5,Clos,,06/10/2020,amortizing,monthly,A+,
Feltest Equipment,210000.0,lendix,6.75,Clos,08105374,09/10/2020,amortizing,monthly,B,
Arkolia Invest 28,360000.0,lendopolis,5.0,Clos,750401010,17/11/2020,amortizing,monthly,,
FRANCE LAMELLE,420000.0,credit.fr,6.5,Clos,810764837,13/10/2020,amortizing,monthly,B,
Brody II,1000000.0,lookandfin,6.0,Clos,,02/10/2020,amortizing,monthly,C+,
Alimentaire - SAINT LAURENT DU VAR,55000.0,unilend,8.3,Clos,,06/10/2020,amortizing,monthly,3,
Mupa Schakeltechniek B.V.,1436000.0,lendix,6.7,Clos,17208685,06/10/2020,amortizing,monthly,B,
TRANSDL,32500.0,credit.fr,2.0,Clos,477762140,19/10/2020,amortizing,monthly,C,
Fipar 28,150000.0,lendopolis,5.0,Clos,848557401,15/10/2020,amortizing,monthly,,
Scierie des Champs,61000.0,lendix,2.0,Clos,394872279,05/10/2020,amortizing,monthly,B,
SERTELCOM,20000.0,credit.fr,2.0,Clos,440154722,07/10/2020,amortizing,monthly,C+,
Felixx.(R) Holding B.V,1600000.0,lendix,6.35,Clos,32125259,02/10/2020,amortizing,monthly,B+,
CIOA,250000.0,lendix,2.0,Clos,423079540,30/09/2020,amortizing,monthly,B,
KEKO,35200.0,credit.fr,2.0,Clos,507946770,19/10/2020,amortizing,monthly,B,
Ouverture d'un nouveau restaurant Pizza Cosy à Anglet,24000.0,lesentrepreteurs,8.5,Clos,884953357,16/10/2020,amortizing,monthly,D,
SERVECO,50000.0,credit.fr,2.0,Clos,519387658,05/10/2020,amortizing,monthly,C+,
GLM REPARATIONS,50000.0,credit.fr,6.9,Clos,520956566,25/09/2020,amortizing,monthly,C+,
Hydrokarst #2,700000.0,lendix,2.0,Clos,310232160,28/09/2020,amortizing,monthly,C,
Horizon Photovoltaïque 3,565000.0,lendopolis,5.0,Clos,887746477,13/10/2020,amortizing,monthly,,
LXA 127M Support,250000.0,lendix,2.0,Clos,789952447,28/09/2020,amortizing,monthly,B,
Autres activités                 - RONCHIN,75000.0,unilend,8.8,Clos,804170595,27/09/2020,amortizing,monthly,3,
Hamilton Data Services France,250000.0,lendix,2.0,Clos,499629384,23/09/2020,amortizing,monthly,B,
GT Company #2,250000.0,lendix,2.0,Clos,792208407,23/09/2020,amortizing,monthly,B,
MOBALI,32000.0,pretup,2.0,Clos,812289288,08/10/2020,amortizing,monthly,B,
Pharmacie des grandes vignes,35000.0,pretup,2.0,Clos,802386573,08/10/2020,amortizing,monthly,B,
Horizon Photovoltaïque 3,65000.0,lendopolis,5.0,Clos,887746477,05/10/2020,amortizing,monthly,,
Horizon Photovoltaïque 3,165000.0,lendopolis,5.0,Clos,887746477,15/10/2020,amortizing,monthly,,
Horizon Photovoltaïque 3,950000.0,lendopolis,5.0,Clos,887746477,22/10/2020,amortizing,monthly,,
Horizon Photovoltaïque 3,425000.0,lendopolis,5.0,Clos,887746477,06/10/2020,amortizing,monthly,,
Horizon Photovoltaïque 3,210000.0,lendopolis,5.0,Clos,887746477,13/10/2020,amortizing,monthly,,
Horizon Photovoltaïque 3,760000.0,lendopolis,5.0,Clos,887746477,20/10/2020,bullet,annual,,
SELARL DR KLEIN,50000.0,pretup,2.0,Clos,490807542,26/09/2020,amortizing,monthly,B,
F.D.E. Solar,250000.0,lendix,4.5,Clos,03948350230,20/09/2020,amortizing,monthly,B,
"Service, conseil ou assurances - LESNEVEN",75000.0,unilend,8.3,Clos,,16/09/2020,amortizing,monthly,,
Projet confidentiel,144024.72,lendix,7.2,Clos,,12/09/2020,amortizing,monthly,C,
Winky,120000.0,investbook,11.0,Clos,824611800,31/08/2020,amortizing,monthly,,
Projet confidentiel,36989.85,lendix,5.25,Clos,,10/09/2020,amortizing,monthly,B,
Malaren,40000.0,lendix,2.0,Clos,811961796,14/09/2020,amortizing,monthly,C,
Umbra Rimorchi,300000.0,lendix,4.9,Clos,00441630548,15/09/2020,amortizing,monthly,C,
S.T.,250000.0,lendix,5.0,Clos,08942070155,14/09/2020,amortizing,monthly,C,
GLM REPARATIONS,49500.0,credit.fr,2.0,Clos,520956566,24/09/2020,amortizing,monthly,C+,
Blutek,250000.0,lendix,5.0,Clos,02955010166,08/09/2020,amortizing,monthly,C,
STRATEGIE EURO PRESTIGE,200000.0,lookandfin,2.5,Clos,451240147,07/09/2020,amortizing,monthly,A+,
IDEN HOLDING,350000.0,credit.fr,5.9,Clos,339561151,09/09/2020,amortizing,monthly,B,
La Fenice,45000.0,lendix,5.0,Clos,09880380960,15/09/2020,amortizing,monthly,C,
Engine2repair B.V.,158000.0,lendix,4.75,Clos,58245871,09/09/2020,amortizing,monthly,A,
E.B.S. Consulting,250000.0,lendix,4.5,Clos,04345840286,15/09/2020,amortizing,monthly,B,
Dial Gest,250000.0,lendix,5.0,Clos,02704491212,15/09/2020,amortizing,monthly,C,
Siri,250000.0,lendix,4.5,Clos,03054880137,10/09/2020,amortizing,monthly,B,
RGS,250000.0,lendix,4.5,Clos,01729240331,15/09/2020,amortizing,monthly,B,
Foto - Incisoria,250000.0,lendix,4.5,Clos,01006480337,11/09/2020,amortizing,monthly,B,
Souffle un air du sud,30000.0,prexem,7.85,clos,493339915,03/07/2015,amortizing,monthly,B,
Le petit prêt dans la prairie,30000.0,prexem,8.5,clos,321953721,01/08/2015,amortizing,monthly,B,
La gourmandise pour tous,20000.0,prexem,8.0,clos,797739505,08/10/2015,amortizing,monthly,B,
La construction durable,27480.0,prexem,8.0,clos,529691107,24/04/2020,amortizing,monthly,B,
La rénovation du bâtiment,15000.0,prexem,8.0,autre,849946439,29/06/2020,amortizing,monthly,B,
ZEALANDE,60000.0,prexem,7.0,financé,842869620,07/10/2020,amortizing,monthly,B+,
"Service, conseil ou assurances - BARENTIN",120000.0,unilend,9.4,Clos,443147970,16/09/2020,amortizing,monthly,3,
Hotel Bresso,250000.0,lendix,4.5,Clos,06735560960,04/09/2020,amortizing,monthly,B,
LESUEUR INVEST,120000.0,pretup,8.5,Clos,443147970,03/09/2020,amortizing,monthly,C,
Ouverture d'un Happy Cash près de Montpellier,43000.0,lesentrepreteurs,9.0,Clos,888019056,16/10/2020,amortizing,monthly,D,
DG Meca,30000.0,lendix,2.0,Clos,530494020,07/09/2020,amortizing,monthly,B,
Coeur de France,431500.0,enerfip,5.0,Clos,882876733,14/12/2020,amortizing,monthly,,
Alaia Serramenti,250000.0,lendix,4.5,Clos,03764800615,18/09/2020,amortizing,monthly,B,
MAISON HENNETON LEON,150000.0,lookandfin,2.5,Clos,,31/08/2020,amortizing,monthly,A+,
Pâtisserie Unique 'New Business',435000.0,lendix,6.5,Clos,27331243,31/08/2020,amortizing,monthly,B,
Paper One,250000.0,lendix,4.5,Clos,07891510633,30/08/2020,amortizing,monthly,B,
Trucker Subforniture,250000.0,lendix,4.5,Clos,04294390283,30/08/2020,amortizing,monthly,B,
Chianciano Salute,250000.0,lendix,4.5,Clos,00963150529,29/08/2020,amortizing,monthly,B,
Duty Free Concept #3,77000.0,lendix,2.0,Clos,524057049,31/08/2020,amortizing,monthly,C,
Projet confidentiel,112425.26,lendix,4.25,Clos,,28/08/2020,amortizing,monthly,B+,
ED1,12000.0,lendopolis,5.0,Clos,825303720,28/08/2020,amortizing,monthly,,
ED1,23000.0,lendopolis,5.0,Clos,825303720,31/08/2020,amortizing,monthly,,
Silver ENR,59000.0,lendopolis,5.0,Clos,822740577,11/09/2020,amortizing,monthly,,
Silver ENR,10000.0,lendopolis,5.0,Clos,822740577,04/09/2020,amortizing,monthly,,
Silver ENR,94000.0,lendopolis,5.0,Clos,822740577,05/10/2020,amortizing,monthly,,
HJ2M,40000.0,credit.fr,6.9,Clos,885125195,28/08/2020,amortizing,monthly,C+,
VM INVESTIR SARL,150000.0,pretup,9.0,Clos,790056345,28/08/2020,amortizing,monthly,C,
Ouverture d'un Fresh Burritos à Saint-Etienne,27000.0,lesentrepreteurs,8.5,Clos,880863709,16/09/2020,amortizing,monthly,D,
Reprise de l'agence Century 21 Alésia à Paris 14ème,40000.0,lesentrepreteurs,8.5,Clos,885227462,16/09/2020,amortizing,monthly,D,
Lavanderia Tre Erre,250000.0,lendix,4.5,Clos,01143230199,30/08/2020,amortizing,monthly,B,
Bingosreno,300000.0,lookandfin,2.9,Clos,,20/08/2020,amortizing,monthly,A,
Panmeccanica,250000.0,lendix,5.0,Clos,00611130378,26/08/2020,amortizing,monthly,C,
YFC FINANCE,35000.0,credit.fr,2.0,Clos,809902901,28/08/2020,bullet,annual,B,
Groupe MDH,1000000.0,lookandfin,3.0,Clos,,25/08/2020,amortizing,monthly,A,
Cadre Vert,70000.0,lendix,2.0,Clos,820275501,31/08/2020,amortizing,monthly,B,
KEKO,50000.0,credit.fr,5.9,Clos,507946770,25/08/2020,amortizing,monthly,B,
Beta CM #2,50000.0,lendix,7.4,Clos,11463190014,25/08/2020,amortizing,monthly,C,
Beta CM,50000.0,lendix,3.7,Clos,11463190014,25/08/2020,amortizing,monthly,C,
Gas Energia Pluriservizi,250000.0,lendix,4.5,Clos,00487640013,21/08/2020,amortizing,monthly,B,
Union Glass,250000.0,lendix,4.5,Clos,03156240263,20/08/2020,amortizing,monthly,B,
Cesaf,250000.0,lendix,4.5,Clos,00179590260,20/08/2020,amortizing,monthly,B,
Agence Allianz Mme Gallois ,15000.0,pretup,2.0,Clos,789470150,21/08/2020,amortizing,monthly,B,
LASERMEN,20000.0,credit.fr,2.0,Clos,480251784,24/08/2020,amortizing,monthly,C,
Bluesquare Computing,125000.0,lendix,2.0,Clos,810390179,19/08/2020,amortizing,monthly,B,
J.M. Consulting,250000.0,lendix,4.5,Clos,01268690334,15/08/2020,amortizing,monthly,B,
Capture Invest BVBA,170000.0,lookandfin,7.5,Clos,,14/08/2020,amortizing,monthly,B,
Ittaka,150000.0,investbook,9.0,Clos,790610190,28/07/2020,amortizing,monthly,,
S.O.S MOTEUR,50000.0,credit.fr,2.0,Clos,528539133,19/08/2020,amortizing,monthly,B,
Geo Studio Engineering,200000.0,lendix,4.5,Clos,03982960233,14/08/2020,amortizing,monthly,B,
Acquamarina,100000.0,lendix,4.5,Clos,02031570233,18/08/2020,amortizing,monthly,B,
SEA - Soluzioni Eco Ambientali,250000.0,lendix,5.0,Clos,10833770018,18/08/2020,amortizing,monthly,C,
QUALIXEL,50000.0,credit.fr,2.0,Clos,477916902,25/08/2020,amortizing,monthly,B,
Nuova Ruggeri,200000.0,lendix,4.5,Clos,00879560191,13/08/2020,amortizing,monthly,B,
Scarponi Luciano,250000.0,lendix,4.5,Clos,02352780544,14/08/2020,amortizing,monthly,B,
Traina,250000.0,lendix,4.5,Clos,02406330841,13/08/2020,amortizing,monthly,B,
EASYFLEX,67600.0,credit.fr,2.0,Clos,753483890,15/09/2020,amortizing,monthly,B+,
MCS KICK & RUSH,250000.0,lookandfin,7.0,Clos,,07/08/2020,amortizing,monthly,C+,
Car Services Manutention,30000.0,lendix,2.0,Clos,809374960,12/08/2020,amortizing,monthly,C,
Diesen-Porcelette,700000.0,enerfip,5.0,Clos,811285352,15/01/2021,amortizing,monthly,,
CS SPW2,470000.0,lendopolis,5.0,Clos,811102292,13/10/2020,amortizing,monthly,,
Invernizzi,200000.0,lendix,4.5,Clos,02597100169,13/08/2020,amortizing,monthly,B,
Studio Tributario Bracciali,230000.0,lendix,4.5,Clos,02153350513,13/08/2020,amortizing,monthly,B,
Vertrouwelijk project,670000.0,lendix,5.1,Clos,,07/08/2020,amortizing,monthly,B+,
CABINET TM,20000.0,credit.fr,6.9,Clos,821333275,06/08/2020,amortizing,monthly,C+,
ED1,104000.0,lendopolis,5.0,Clos,825303720,19/08/2020,bullet,annual,,
ED1,43000.0,lendopolis,5.0,Clos,825303720,03/09/2020,amortizing,monthly,,
ED1,59000.0,lendopolis,5.0,Clos,825303720,13/08/2020,bullet,annual,,
Silver ENR,116000.0,lendopolis,5.0,Clos,822740577,29/09/2020,amortizing,monthly,,
Silver ENR,21000.0,lendopolis,5.0,Clos,822740577,17/08/2020,bullet,annual,,
Silver ENR,55000.0,lendopolis,5.0,Clos,822740577,26/09/2020,amortizing,monthly,,
Silver ENR,99000.0,lendopolis,5.0,Clos,822740577,29/09/2020,amortizing,monthly,,
Silver ENR,23000.0,lendopolis,5.0,Clos,822740577,02/09/2020,amortizing,monthly,,
Silver ENR,101000.0,lendopolis,5.0,Clos,822740577,09/10/2020,amortizing,monthly,,
Progetto Udire,150000.0,lendix,4.5,Clos,03128020124,13/08/2020,amortizing,monthly,B,
Metalsagome,250000.0,lendix,4.5,Clos,03868640719,13/08/2020,amortizing,monthly,B,
Neuro France Implants,120000.0,lendix,2.0,Clos,417631959,10/08/2020,amortizing,monthly,B,
Nuova Isam,250000.0,lendix,4.5,Clos,00929540342,07/08/2020,amortizing,monthly,B,
Urania Fashion,250000.0,lendix,5.0,Clos,03202670364,14/08/2020,amortizing,monthly,C,
Geb,250000.0,lendix,5.0,Clos,01819160761,14/08/2020,amortizing,monthly,C,
Retail Real Estate Management,250000.0,lendix,5.0,Clos,05930940480,14/08/2020,amortizing,monthly,C,
FASUAL,55000.0,pretup,2.0,Clos,532716636,21/08/2020,amortizing,monthly,B,
LUXLAB,20000.0,credit.fr,2.0,Clos,501773881,05/08/2020,amortizing,monthly,C+,
Take Service,250000.0,lendix,5.0,Clos,07430330964,01/08/2020,amortizing,monthly,C,
Blue,250000.0,lendix,4.5,Clos,03478500246,14/08/2020,amortizing,monthly,B,
Tolomio,250000.0,lendix,5.0,Clos,02509140287,05/08/2020,amortizing,monthly,C,
FODIM BV,200000.0,lookandfin,8.0,Clos,,31/07/2020,amortizing,monthly,B,
Riesewijk Deventer,250000.0,lendix,6.0,Clos,38013688,05/08/2020,amortizing,monthly,B,
Horizon Photovoltaïque 4,260000.0,lendopolis,5.0,Clos,887712024,27/08/2020,amortizing,monthly,,
Axe Portage,61000.0,lendix,2.0,Clos,424471621,05/08/2020,amortizing,monthly,C,
MP Truck,250000.0,lendix,4.5,Clos,05076081214,14/08/2020,amortizing,monthly,B,
SABEO FRANCE,500000.0,credit.fr,4.9,Clos,794966713,04/08/2020,amortizing,monthly,B+,
Fauillet,100000.0,enerfip,5.0,Clos,830403283,30/09/2020,amortizing,monthly,,
GRAVIERE  MICHEL,20000.0,credit.fr,2.0,Clos,452865306,06/08/2020,amortizing,monthly,C+,
ABH PARTNERS,50000.0,credit.fr,2.0,Clos,532794856,10/08/2020,amortizing,monthly,B+,
Warcom #4,150000.0,lendix,2.45,Clos,03196040988,31/07/2020,amortizing,monthly,A+,
Warcom #3,150000.0,lendix,5.04,Clos,03196040988,14/08/2020,amortizing,monthly,A+,
Acciod,130000.0,lendix,2.0,Clos,497836536,31/07/2020,amortizing,monthly,B,
CLM FINANCES,20000.0,credit.fr,2.0,Clos,507509750,03/08/2020,amortizing,monthly,C,
F & M Consulenti d'azienda,250000.0,lendix,4.5,Clos,01599280201,07/08/2020,amortizing,monthly,B,
Sistempav,250000.0,lendix,4.5,Clos,01570860765,06/08/2020,amortizing,monthly,B,
Cotélac #3,1327000.0,lendix,2.0,Clos,378239974,31/07/2020,amortizing,monthly,B,
Genova Trasporti Intermodali,250000.0,lendix,4.5,Clos,03420230108,06/08/2020,amortizing,monthly,B,
T2M,30000.0,credit.fr,2.0,Clos,878150424,31/07/2020,amortizing,monthly,C,
CAP VALEUR PATRIMOINE,86100.0,credit.fr,2.0,Clos,811218932,17/08/2020,amortizing,monthly,B+,
Surf,70000.0,lendix,4.5,Clos,01595550060,29/07/2020,amortizing,monthly,B,
SARL Agora,75000.0,lendix,2.0,Clos,443729140,31/07/2020,amortizing,monthly,B,
Salad Bar Cap 3000,104000.0,lendix,7.2,Clos,853762938,31/07/2020,amortizing,monthly,C,
FRA.MO.,200000.0,lendix,4.5,Clos,01561440031,30/07/2020,amortizing,monthly,B,
Encaplast,250000.0,lendix,5.0,Clos,02957810365,28/07/2020,amortizing,monthly,C,
Reuse Trading NV III,170000.0,lookandfin,2.1,Clos,,24/07/2020,amortizing,monthly,A+,
Coprometal,250000.0,lendix,2.0,Clos,398761825,28/07/2020,amortizing,monthly,B,
L'Arobase,30000.0,lendix,2.0,Clos,452143316,28/07/2020,amortizing,monthly,B,
B.Z.,200000.0,lendix,5.0,Clos,03224890545,28/07/2020,amortizing,monthly,C,
Prima Zanetti,250000.0,lendix,5.0,Clos,00899060289,28/07/2020,amortizing,monthly,C,
Panama Trimmings,250000.0,lendix,4.5,Clos,00998700280,28/07/2020,amortizing,monthly,B,
INSTITUT FRANCAIS DE ZOOTHERAPIE,30000.0,credit.fr,2.0,Clos,490736949,28/07/2020,bullet,annual,B,
Mainadv,250000.0,lendix,4.5,Clos,01856630684,28/07/2020,amortizing,monthly,B,
Le Carthagène,95000.0,lendix,2.0,Clos,378787329,25/07/2020,amortizing,monthly,C,
Melis Technology,95000.0,lendix,2.0,Clos,809007164,25/07/2020,amortizing,monthly,B,
Carpentras,220000.0,enerfip,5.0,Clos,829599810,30/09/2020,amortizing,monthly,,
MARTEL OLIVIER MARIE JEAN LOUIS,20000.0,credit.fr,2.0,Clos,415314970,06/08/2020,bullet,annual,C,
Qsave Elkey,250000.0,lendix,5.0,Clos,05927260017,22/07/2020,amortizing,monthly,C,
Simet Impregnazione,250000.0,lendix,4.5,Clos,03489720247,22/07/2020,amortizing,monthly,B,
Saint-Médard,64600.0,enerfip,5.0,Clos,802924126,31/08/2020,amortizing,monthly,,
E-Canopy,200000.0,lendix,2.0,Clos,430323477,24/07/2020,amortizing,monthly,B,
CS SPW2,1250000.0,lendopolis,5.0,Clos,811102292,10/09/2020,amortizing,monthly,,
Pont d'Issy Industrie,250000.0,lendix,2.0,Clos,602052599,23/07/2020,amortizing,monthly,B,
Cours d'Alsace Lorraine,750000.0,lookandfin,6.0,Clos,483889044,20/07/2020,amortizing,monthly,B,
Soudo Métal,101200.0,lendix,2.0,Clos,542038286,23/07/2020,amortizing,monthly,C,
Mela Communication,150000.0,lendix,4.5,Clos,11982381003,17/07/2020,amortizing,monthly,B,
Aspen Media Italia,250000.0,lendix,4.5,Clos,08409230151,17/07/2020,amortizing,monthly,B,
GL Group,250000.0,lendix,4.5,Clos,05735000639,17/07/2020,amortizing,monthly,B,
New Mamir,250000.0,lendix,4.5,Clos,02255140283,17/07/2020,amortizing,monthly,B,
Cooplim,450000.0,enerfip,6.0,Clos,881293005,07/09/2020,amortizing,monthly,,
Industrial Tiles Achivements,250000.0,lendix,5.0,Clos,02220550350,16/07/2020,amortizing,monthly,C,
Kramer & Remery,68000.0,lendix,5.9,Clos,68155980,17/07/2020,amortizing,monthly,B,
BENCHETRIT  PATRICK,73000.0,credit.fr,2.0,Clos,398103051,27/07/2020,bullet,annual,B,
Valorem,250000.0,lendopolis,4.0,Clos,395388739,07/09/2020,amortizing,quarterly,,
R.Biemme - Tech,250000.0,lendix,4.5,Clos,02227500416,11/07/2020,amortizing,monthly,B,
Vectrawave,150000.0,investbook,9.5,Clos,489719310,23/06/2020,amortizing,monthly,,
N.N.T.,250000.0,lendix,4.5,Clos,00065150286,10/07/2020,amortizing,monthly,B,
A.D. Consulting,250000.0,lendix,4.5,Clos,03410070365,10/07/2020,amortizing,monthly,B,
B.R. Plast,250000.0,lendix,4.5,Clos,01758010407,10/07/2020,amortizing,monthly,B,
INVIBES ADVERTISING II,150000.0,lookandfin,2.5,Clos,,08/07/2020,amortizing,monthly,A+,
Ouverture d'une nouvelle agence immobilière à Le Muy,60000.0,lesentrepreteurs,8.5,Clos,884481839,16/08/2020,amortizing,monthly,D,
Marano Cinema,200000.0,lendix,5.0,Clos,04673930261,10/07/2020,amortizing,monthly,C,
Cogenlab #2,225000.0,lendix,3.1,Clos,03211460542,08/07/2020,amortizing,monthly,B,
Cogenlab,225000.0,lendix,6.2,Clos,03211460542,08/07/2020,amortizing,monthly,B,
Ventidue,250000.0,lendix,4.5,Clos,04522850280,10/07/2020,amortizing,monthly,B,
Global Measurement,100000.0,lendix,4.5,Clos,03523220121,10/07/2020,amortizing,monthly,B,
Kronos 360 #2,150000.0,lendix,2.0,Clos,788979235,09/07/2020,amortizing,monthly,B,
O.S.C.A.M.,250000.0,lendix,4.5,Clos,03760770010,07/07/2020,amortizing,monthly,B,
EMARKETPLACE,100000.0,credit.fr,6.2,Clos,791289366,07/07/2020,amortizing,monthly,B,
AUNIS UTILITAIRES,50000.0,pretup,3.5,Clos,493889703,07/07/2020,amortizing,monthly,B,
Bycharlot,35000.0,lendix,2.0,Clos,834642530,07/07/2020,amortizing,monthly,C,
Marchio di Fabbrica,250000.0,lendix,4.5,Clos,02593780303,09/07/2020,amortizing,monthly,B,
La Provenca,105000.0,lendix,2.0,Clos,523074748,07/07/2020,amortizing,monthly,B,
Rivi Magnetics #2,90000.0,lendix,5.4,Clos,02749100364,03/07/2020,amortizing,monthly,B+,
Ariostea M.H.S. #3,540000.0,lendix,5.6,Clos,03379350980,04/07/2020,amortizing,monthly,B,
La Sia #2,520000.0,lendix,5.2,Clos,08207411003,03/07/2020,amortizing,monthly,B+,
M I PROM,410000.0,lookandfin,8.0,Clos,521586925,30/06/2020,amortizing,monthly,C,
Re Corps,120000.0,lendix,2.0,Clos,494621220,03/07/2020,amortizing,monthly,C,
Hoa Nam #2,208000.0,lendix,6.15,Clos,322325184,02/07/2020,amortizing,monthly,B,
Seristudio #2,150000.0,lendix,6.2,Clos,01660870997,27/06/2020,amortizing,monthly,B,
Lease Solutions 56,49870.0,lendix,3.5,Clos,,27/06/2020,amortizing,monthly,A,
Isuc,513993.0,lendix,4.9,Clos,A08698151,30/06/2020,amortizing,monthly,B+,
Cores Development,300000.0,lookandfin,2.5,Clos,,25/06/2020,amortizing,monthly,A+,
Financement corporate d'Urban Steel Group Tranche n°1 bis,1000000.0,lesentrepreteurs,6.0,Clos,881239370,31/07/2020,amortizing,monthly,D,
Rari Nantes Valsugana,150000.0,lendix,4.5,Clos,01976640225,26/06/2020,amortizing,monthly,B,
Stilmarmo,250000.0,lendix,4.5,Clos,01829390713,26/06/2020,amortizing,monthly,B,
Groupe Schmittgall,250000.0,lendix,2.0,Clos,334298080,27/06/2020,amortizing,monthly,B,
Findasense Global,750000.0,lendix,5.4,Clos,B86774874,29/06/2020,amortizing,monthly,B+,
Horizon Photovoltaïque 2,185000.0,lendopolis,5.0,Clos,884477696,03/09/2020,amortizing,monthly,,
Horizon Photovoltaïque 2,410000.0,lendopolis,5.0,Clos,884477696,08/09/2020,amortizing,monthly,,
Horizon Photovoltaïque 2,110000.0,lendopolis,5.0,Clos,884477696,20/08/2020,amortizing,monthly,,
Horizon Photovoltaïque 2,335000.0,lendopolis,5.0,Clos,884477696,10/09/2020,amortizing,monthly,,
Horizon Photovoltaïque 2,230000.0,lendopolis,5.0,Clos,884477696,07/08/2020,amortizing,monthly,,
Horizon Photovoltaïque 2,265000.0,lendopolis,5.0,Clos,884477696,04/09/2020,amortizing,monthly,,
Horizon Photovoltaïque 2,210000.0,lendopolis,5.0,Clos,884477696,04/09/2020,amortizing,monthly,,
Horizon Photovoltaïque 2,970000.0,lendopolis,5.0,Clos,884477696,04/09/2020,amortizing,monthly,,
Eusebio Sald #2,215000.0,lendix,6.0,Clos,10131870015,24/06/2020,amortizing,monthly,C,
MONSIEUR PASCAL BOUTELDJA,34000.0,pretup,3.5,Clos,414644708,24/06/2020,amortizing,monthly,B,
Réalmont,90000.0,enerfip,5.0,Clos,519547400,31/08/2020,amortizing,monthly,,
LCC,200000.0,lendix,2.0,Clos,438492787,20/06/2020,amortizing,monthly,B,
Tormene Industriale #2,110000.0,lendix,5.6,Clos,04604580284,18/06/2020,amortizing,monthly,B,
Mondo Verde Casa e Giardino #2,210000.0,lendix,7.5,Clos,04247470489,18/06/2020,amortizing,monthly,C,
Proyecto confidencial,1426914.0,lendix,5.4,Clos,,16/06/2020,amortizing,monthly,B+,
VIVA FINANCE INTERNATIONAL,50000.0,credit.fr,6.6,Clos,453188252,17/06/2020,amortizing,monthly,C+,
Halle des Sports,320000.0,enerfip,6.0,Clos,813685187,30/10/2020,amortizing,monthly,,
New Line Printed Fabric #2,222000.0,lendix,5.5,Clos,03686080288,12/06/2020,amortizing,monthly,B,
Holding Zanella,2000000.0,lendopolis,5.5,Clos,880703228,29/06/2020,amortizing,monthly,,
Lease Solutions 55,131829.36,lendix,4.5,Clos,,12/06/2020,amortizing,monthly,B+,
Maillol,301700.0,enerfip,5.0,Clos,880429535,31/10/2020,amortizing,monthly,,
Shopmonkey,181000.0,lendix,6.8,Clos,78147204,15/06/2020,amortizing,monthly,B,
Seysses Solagri,170000.0,enerfip,5.0,Clos,793526187,30/09/2020,amortizing,monthly,,
Commerce de proximité hors alimentaire - AVIGNON,35000.0,unilend,6.3,Clos,,11/06/2020,amortizing,monthly,,
ICE-BT B.V.,308000.0,lendix,6.2,Clos,54163072,12/06/2020,amortizing,monthly,B+,
Less2Care #2,310000.0,lendix,6.5,Clos,70550190,10/06/2020,amortizing,monthly,B+,
SULPICE SAS,1000000.0,credit.fr,5.2,Clos,352330443,16/06/2020,amortizing,monthly,B+,
Albatros Hengelsport Int. B.V.,500000.0,lendix,7.0,Clos,34282845,08/06/2020,amortizing,monthly,B+,
Lease Solutions 53,134846.67,lendix,4.5,Clos,,04/06/2020,amortizing,monthly,B+,
Proyecto confidencial,1245201.0,lendix,5.5,Clos,,29/05/2020,amortizing,monthly,B+,
Theillay - PV Eole 2,280000.0,enerfip,5.5,Clos,842069387,30/11/2020,amortizing,monthly,,
Salbris - PV Eole 1 ,180000.0,enerfip,5.5,Clos,842007742,31/10/2020,amortizing,monthly,,
Ucinque #2,323000.0,lendix,6.0,Clos,11131010016,29/05/2020,amortizing,monthly,C,
Graphico,100000.0,investbook,7.5,Clos,433164522,30/04/2020,amortizing,monthly,,
ETS BAYLE,350000.0,credit.fr,6.2,Clos,343165569,29/05/2020,amortizing,monthly,B,
LOGIDRIVE,100000.0,lookandfin,2.5,Clos,,26/05/2020,amortizing,monthly,A+,
Think Water #2,170000.0,lendix,5.9,Clos,03985480288,26/05/2020,amortizing,monthly,B,
Mediteck S.r.l. #2,178000.0,lendix,6.7,Clos,01453290098,26/05/2020,amortizing,monthly,C,
Meccano S.r.l. #2,155000.0,lendix,6.6,Clos,02424150361,26/05/2020,amortizing,monthly,B,
L.A.M. #2,156000.0,lendix,5.0,Clos,00490870367,25/05/2020,amortizing,monthly,B,
