Project Name,Project Amount,Project Platform,Interest Rate,Project Status,Project Siren,Project Due Date,Project Type,Project Periodicity,Note Plateforme,funded
InnoVent,150000.0,lendosphere,6.0,Clos,435362710,20/08/2016,amortizing,monthly,0,
SAS VALFER,250007.0,pretup,8.5,Clos,400764098,19/01/2023,amortizing,monthly,C,
Espaal Food,320000.0,lendix,5.95,Clos,B56111867,27/09/2022,amortizing,monthly,B,
SARL SBC,350000.0,credit.fr,6.75,Clos,750592511,23/05/2022,amortizing,monthly,C+,
GUIDE MUTUELLE SOLUTIONS,95000.0,credit.fr,6.45,Clos,511569865,09/05/2022,amortizing,monthly,C+,
CHAUDRONNERIE ALUMINIUM INOX,65000.0,credit.fr,6.6,Clos,400386710,03/05/2022,amortizing,monthly,C+,
PEINTURE SOL RAVALEMENT,150000.0,credit.fr,5.6,Clos,393143268,31/03/2022,amortizing,monthly,B,
OR FORMATION SERVICES,420000.0,credit.fr,6.6,Clos,393553953,28/03/2022,amortizing,monthly,C+,
A.C.F,250000.0,credit.fr,7.6,Clos,839771516,11/03/2022,amortizing,monthly,C,
S.G.T.F,60000.0,credit.fr,7.2,Clos,803874569,09/03/2022,amortizing,monthly,C+,
"Commerce, réparation automobile - SAINTE-CONSORCE",50000.0,unilend,7.2,Clos,,24/02/2022,amortizing,monthly,,
GLOBALE ENERGIE,310000.0,credit.fr,6.9,Clos,498956036,25/01/2022,amortizing,monthly,C+,
OPC CONCEPT 89,120000.0,credit.fr,6.6,Clos,838195683,12/01/2022,amortizing,monthly,C+,
GENEST,30000.0,credit.fr,6.6,Clos,831152442,06/01/2022,amortizing,monthly,C+,
VALENTINE PRODUCTION,250000.0,credit.fr,6.9,Clos,829100882,29/11/2021,amortizing,monthly,C+,
GAEC du Cernois,50009.0,pretup,8.5,Clos,330590407,09/10/2021,amortizing,monthly,C,
ENERLIS,1000000.0,credit.fr,4.3,Clos,798562450,14/10/2021,amortizing,monthly,B+,
JK PROMOTION,350000.0,pretup,9.5,Clos,750773806,17/09/2021,amortizing,monthly,C,
Manufacture des pianos de france,400000.0,pretup,9.0,Clos,478852759,15/08/2021,amortizing,monthly,C,
Edition de logiciels de modélisation 3D,55280.0,prexem,8.5,autre,845370451,08/09/2021,amortizing,monthly,C,
POVS,75000.0,credit.fr,6.9,Clos,391284163,11/08/2021,amortizing,monthly,C+,
P.B.I,42000.0,credit.fr,6.5,Clos,821580024,23/07/2021,amortizing,monthly,C+,
AKTIBA,40000.0,credit.fr,6.5,Clos,790730477,20/07/2021,amortizing,monthly,C+,
Refinancement de créances commerciales MBD lot 4,70000.0,lesentrepreteurs,9.0,Clos,807705546,19/07/2021,amortizing,monthly,C,
Refinancement de créances commerciales MBD lot 3,70000.0,lesentrepreteurs,9.0,Clos,807705546,12/07/2021,amortizing,monthly,C,
De Koning Interieur,80000.0,lendix,7.0,Clos,77778405,07/07/2021,amortizing,monthly,B,
Refinancement de créances commerciales MBD lot 2,70000.0,lesentrepreteurs,9.0,Clos,807705546,02/07/2021,amortizing,monthly,C,
Refinancement de créances commerciales MBD lot 1,70000.0,lesentrepreteurs,9.0,Clos,807705546,28/06/2021,amortizing,monthly,C,
NEGOCE ILES,400000.0,credit.fr,7.2,Clos,448963934,28/06/2021,amortizing,monthly,C+,
PROXI ABONDANCE,75000.0,credit.fr,6.9,Clos,830402673,16/06/2021,amortizing,monthly,C+,
HU HORLOGERIE,412000.0,credit.fr,5.3,Clos,808336754,03/06/2021,amortizing,monthly,B,
Refinancement de subventions C CLIM lot 2,50000.0,lesentrepreteurs,7.5,Clos,810268326,19/05/2021,amortizing,monthly,C,
CHAUDRONNERIE ALUMINIUM INOX,95000.0,credit.fr,6.6,Clos,400386710,06/04/2021,amortizing,monthly,C+,
LOKAM SAS,208000.0,credit.fr,6.9,Clos,497908863,25/03/2021,amortizing,monthly,C+,
Van Kralingen Exclusive Interiors #2,150000.0,lendix,8.0,Clos,74449311,17/03/2021,amortizing,monthly,C,
Refinancement de subventions C CLIM lot 1,83000.0,lesentrepreteurs,7.5,Clos,810268326,29/03/2021,amortizing,monthly,C,
P.B.I,150000.0,credit.fr,6.9,Clos,821580024,11/03/2021,amortizing,monthly,C+,
CGL TRANSPORTS,250000.0,credit.fr,5.9,Clos,750350597,03/03/2021,amortizing,monthly,B,
Activités immobilières - DIVONNE LES BAINS,100000.0,unilend,8.3,Clos,,21/02/2021,amortizing,monthly,,
ITEK,100018.0,pretup,8.5,Clos,891932840,10/02/2021,amortizing,monthly,C,
FRANCE BUSINESS DISCOUNT,93000.0,credit.fr,6.2,Clos,819156654,17/02/2021,amortizing,monthly,B,
FMPA,415000.0,credit.fr,6.2,Clos,893397703,09/02/2021,amortizing,monthly,B,
Location longue durée II,50000.0,prexem,8.5,autre,490673480,16/02/2021,amortizing,monthly,C,
Financement du programme immobilier Brin d'amour à La Trinité,75000.0,lesentrepreteurs,10.0,Clos,820185577,31/12/2020,amortizing,monthly,C,
S2IA,773000.0,credit.fr,6.9,Clos,528702004,21/12/2020,amortizing,monthly,C+,
PEINTURE SOL RAVALEMENT,500000.0,credit.fr,4.6,Clos,393143268,17/12/2020,amortizing,monthly,B+,
TRANS EXPRESS,60000.0,credit.fr,5.9,Clos,807551874,30/11/2020,amortizing,monthly,B,
A.F.I STRATEGIE,155000.0,credit.fr,6.9,Clos,809707979,27/11/2020,amortizing,monthly,C+,
LOC MAT 43,309000.0,credit.fr,6.9,Clos,438945388,19/11/2020,amortizing,monthly,C+,
ERI-EST,700000.0,credit.fr,5.9,Clos,403486574,13/11/2020,amortizing,monthly,B,
PLASTIFORM,540000.0,credit.fr,5.9,Clos,388060758,22/10/2020,amortizing,monthly,B,
USIDUC,110000.0,pretup,8.5,Clos,392646733,07/10/2020,amortizing,monthly,C,
FIDES INVEST,1600000.0,lookandfin,7.0,Clos,,18/09/2020,amortizing,monthly,C,
Go Etanchéité,180000.0,lendix,2.0,Clos,792019747,19/08/2020,amortizing,monthly,C,
ART MANIAC,50000.0,pretup,2.0,Clos,381171115,29/08/2020,amortizing,monthly,B,
AXYSWEB,30017.0,pretup,3.5,Clos,502275308,25/07/2020,amortizing,monthly,B,
Optimyse #3,90000.0,lendix,2.0,Clos,791921810,23/07/2020,amortizing,monthly,C,
Activeweb,100000.0,lendix,2.0,Clos,410691448,18/07/2020,amortizing,monthly,B,
FINANCIERE FAMILIALE LEVYFVE FFL,265000.0,credit.fr,5.6,Clos,812564276,13/07/2020,amortizing,monthly,B,
FINANCIERE FAMILIALE LEVYFVE FFL,100000.0,credit.fr,2.0,Clos,812564276,22/07/2020,bullet,annual,B,
New Office Centre Beheer #2,1500000.0,lendix,3.5,Clos,34023870,29/06/2020,amortizing,monthly,A,
JEY AGRI,275000.0,pretup,8.5,Clos,808819783,07/07/2020,amortizing,monthly,C,
Reprise d'un restaurant au Cap d'Agde,45000.0,lesentrepreteurs,8.5,Clos,828835421,16/07/2020,amortizing,monthly,D,
Lendel Media Solutions,160000.0,lendix,5.5,Clos,B65689747,29/05/2020,amortizing,monthly,B,
